🇨🇳央视频道,#genre#
抚顺综合 ,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000275

🇨🇳斗鱼影视,#genre#
 斗鱼电影4K,http://epg.112114.xyz/douyu/9249162
 斗鱼电影HD1,http://epg.112114.xyz/douyu/4246519
 斗鱼电影HD2,http://epg.112114.xyz/douyu/122402
 斗鱼电影HD3,http://epg.112114.xyz/douyu/85894
 斗鱼电影HD4,http://epg.112114.xyz/douyu/263824
 斗鱼电影HD5,http://epg.112114.xyz/douyu/323876
 斗鱼电影HD6,http://epg.112114.xyz/douyu/6140589
 斗鱼电影HD7,http://epg.112114.xyz/douyu/8770422
 斗鱼电影HD8,http://epg.112114.xyz/douyu/2436390
 斗鱼电影HD9,http://epg.112114.xyz/douyu/413573
 斗鱼电影HD10,http://epg.112114.xyz/douyu/9292492
 斗鱼电影HD11,http://epg.112114.xyz/douyu/252802
 斗鱼电影HD12,http://epg.112114.xyz/douyu/2516864
 斗鱼电影HD13,http://epg.112114.xyz/douyu/4332
 斗鱼电影HD14,http://epg.112114.xyz/douyu/9651304
 斗鱼电影HD15,http://epg.112114.xyz/douyu/8814650
 斗鱼电影HD16,http://epg.112114.xyz/douyu/1165374
 斗鱼电影HD17,http://epg.112114.xyz/douyu/1226741
 斗鱼电影1,http://epg.112114.xyz/douyu/5423
 斗鱼电影2,http://epg.112114.xyz/douyu/2935323
 斗鱼电影3,http://epg.112114.xyz/douyu/74374
 斗鱼电影4,http://epg.112114.xyz/douyu/9292499
 斗鱼电影5,http://epg.112114.xyz/douyu/9826611
 斗鱼电影6,http://epg.112114.xyz/douyu/4505431
 斗鱼电影7,http://epg.112114.xyz/douyu/434971
 斗鱼电视剧HD1,http://epg.112114.xyz/douyu/431460
 斗鱼电视剧HD2,http://epg.112114.xyz/douyu/3756989
 斗鱼电视剧1,http://epg.112114.xyz/douyu/7623292

🇨🇳综合影视,#genre#
 刘德华,http://epg.112114.xyz/douyu/2516864
 林正英,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351505899
 周星驰,http://diyp.112114.xyz/huya/11342412
 周润发,http://diyp.112114.xyz/huya/11342387
 沈腾,http://epg.112114.xyz/huya/11601968
 王晶,http://epg.112114.xyz/huya/11602058
 鬼片,http://epg.112114.xyz/douyu/218859
